ProductNumber,ProductDescription,QtyOrder,QtyShip,QtyAdjust,PricingUnit,UnitPrice,ExtendedPrice
5341169,"CLEANER, OVN & GRIL K13 LIQ",1,1,0,CS,76.4000,76.40
7945058,"DEGREASER, AP VP3 LIQ JUG BLU",1,1,0,CS,37.3000,37.30
1049803,"LIME, #2 GRD 230-250 CT FRESH",1,1,0,CS,28.3600,28.36
1326438,"ONION, GRN TRIMD ICELS FRESH",1,1,0,EA,7.3400,7.34
2326700,"POTATO, RUSET ID. 40 CT FRESH",4,4,0,CS,19.0700,76.28
3016342,"ZUCCHINI, GRN MED FRESH REF",1,1,0,CS,11.9300,11.93
3331972,"MUSHROOM, WHT X-LG #1 GRD BOX",3,3,0,CS,36.0700,108.21
3332830,"COLESLAW MIX, SHRD CBG GRN &",1,1,0,EA,8.1600,8.16
4230900,"CILANTRO, FRESH HERB",1,1,0,CS,28.0800,28.08
4326690,"ONION, RED JMB FRESH REF BAG",1,1,0,CS,28.9600,28.96
4731741,"TOMATO, GRAPE RED FRESH REF",1,1,0,CS,37.8000,37.80
5006465,"MUSHROOM, SLCD FRESH REF",1,1,0,CS,28.4800,28.48
5326418,"LETTUCE, RMN FRESH REF",1,1,0,CS,38.4100,38.41
6326698,"ONION, YLW WHL SPR COLSL 4 1/4",2,2,0,CS,29.0700,58.14
7474968,"AVOCADO, HASS #2 GRD 48 CT",1,1,0,CS,58.2400,58.24
9357214,"ORANGE, NAVEL OR VLNCA CHO 88",1,1,0,CS,49.8400,49.84
315606,"MILK, BTRMLK BULGARIN REF",1,1,0,CS,36.2300,36.23
8327249,"CHEESE, PROV LOG PLST WRPD REF",1,1,0,LB,4.4200,52.16
0,,0,0,0,,0.0000,0.00
3264931,"MARGARINE, SALTD TUB REF WHPD",1,1,-1,CS,42.4700,0.00
3328713,"DRESSING, 1000 ISL SHLF STABL",1,1,0,EA,16.1700,16.17
3852858,"TORTILLA, CHIP RAW 4 CUT YLW",2,2,0,CS,36.3800,72.76
5175377,"SAUCE, BUFLO HOT RED PLST JUG",1,1,0,CS,73.4500,73.45
7248339,"MIX, DRSG RANCH 1 GAL YLD PKT",1,1,0,CS,59.7500,59.75
9261892,"TOMATILLO, CRSD GRN CND IMP",1,1,0,CS,41.6700,41.67
1633130,"BACON,SLAB #2 CURED",2,2,0,CS,64.9700,129.94
5314208,"BEEF, CUTLT SLCT RAW FZN",5,5,0,CS,79.6000,398.00
2720977,"CHICKEN, BRST DBL RNDM BLS JMB",5,5,0,CS,73.0400,365.20
2725661,"CHICKEN, BRST DBL 6 Z BLSL RAW",1,1,0,CS,80.3100,80.31
6381750,"CHICKEN, WING 1&2JT MED RAW",9,9,0,CS,97.5000,877.50
4661918,"SHRIMP, 16-20 WHT P&D T/ON NPA",2,2,0,CS,65.1400,130.28
6740178,"SHRIMP, 41-50 WHT P&D T/OF NPA",2,2,0,CS,53.8900,107.78
6911663,"PANGASIUS, STPED 5-7 Z FIL PBO",3,3,0,CS,41.7200,125.16
1552124,"POTATO, FF SSTRG 1/4"" COATED",4,4,0,CS,44.5900,178.36
5602354,"APPETIZER, CHS MOZZ BRDD ITLN",1,1,0,CS,65.4300,65.43
7979586,"POTATO, FF SWT THIN WAFL CUT",1,1,0,CS,46.6500,46.65
4647806,"DETERGENT, DISH MNL LIQ BTL",1,1,0,CS,58.2000,58.20
1851438,"CUP, SFLE PLYST 3.25 Z TNSLT",1,1,0,CS,78.5900,78.59
2835205,"BAG, FLTWR 2.75X10 PAPR WHT",1,1,0,CS,27.7900,27.79
6328249,"FOIL, ALUM 12""X1000' STD RL",1,1,0,CS,40.4900,40.49
8915027,"STRAW, GIANT 7.75"" BLK UWRPD",1,1,0,CS,16.1900,16.19
9855909,"STRAW, JMB 7.75"" TNSLT WRPD",1,1,0,CS,29.4900,29.49
