ProductNumber,ProductDescription,QtyOrder,QtyShip,QtyAdjust,PricingUnit,UnitPrice,ExtendedPrice
2326445,"SALAD MIX, MESCLUN SPRG BAG",1,1,0,CS,14.3300,14.33
3037330,"PEPPER, CHILI SERRN FRESH REF",1,1,0,CS,15.9600,15.96
3331972,"MUSHROOM, WHT X-LG #1 GRD BOX",3,3,0,CS,36.0900,108.27
3332830,"COLESLAW MIX, SHRD CBG GRN &",1,1,0,EA,6.4200,6.42
4230900,"CILANTRO, FRESH HERB",1,1,0,CS,28.0800,28.08
4289443,"POTATO, YUKON GLD A SZ FRESH",1,1,0,CS,42.5500,42.55
6326698,"ONION, YLW WHL SPR COLSL 4 1/4",1,1,0,CS,24.9700,24.97
7987514,"PINEAPPLE, FRESH REF",1,1,0,CS,22.3600,22.36
315606,"MILK, BTRMLK BULGARIN REF",1,1,0,CS,33.4900,33.49
761940,"MILK, WHL PSTRD RBST FREE D A",1,1,0,CS,28.0800,28.08
5332630,"CHEESE, CHEDR MILD SHRD FTHR",2,2,0,CS,59.9000,119.80
8327249,"CHEESE, PROV LOG PLST WRPD REF",1,1,0,LB,4.6800,56.16
8387194,"WATER,MINRL GLS BTL",1,1,0,CS,33.2800,33.28
9206974,"TEA BAG, ICED BLK SWTND CFNTD",2,2,0,CS,40.5400,81.08
78964,"SAUCE, BBQ PLST JUG SHLF STABL",1,1,0,CS,71.7900,71.79
2228849,"BREADER, FISH SESD BAG",1,1,0,CS,44.8500,44.85
3060779,"MIX, GRVY CNTRY STYL WHT",1,1,0,CS,33.8800,33.88
3749580,"MIX, GRVY BRN PHO-FREE SHLF",1,1,0,CS,30.5900,30.59
5330949,"FLOUR, AP HOTEL & RSTNT FINE",2,2,0,CS,14.9900,29.98
6329205,"BEAN, GRN BLU LAKE CUT 3-5",2,2,0,CS,38.6100,77.22
6501159,"SEASONING, LMN PPR PLST SHKR",3,3,0,EA,15.2600,45.78
7248339,"MIX, DRSG RANCH 1 GAL YLD PKT",1,1,0,CS,60.3300,60.33
7333263,"SEASONING, FJTA SHLF STABL",2,2,0,EA,12.8800,25.76
8013625,"SAUCE, HOT RED PLST JUG SHLF",1,1,0,CS,68.0400,68.04
9261892,"TOMATILLO, CRSD GRN CND IMP",1,1,0,CS,41.6800,41.68
1017127,"HAM, BNLS BFT NJ HWD SMK CK 3D",1,1,0,LB,3.6400,84.99
3138880,"SAUSAGE, CHRZO PORK GRND RAW",1,1,0,CS,30.0500,30.05
4558003,"BEEF, PHILY FLAT 4Z MODERATELY",2,2,0,CS,58.6200,117.24
5314208,"BEEF, CUTLT SLCT RAW FZN",2,2,0,CS,79.6000,159.20
2720977,"CHICKEN, BRST DBL RNDM BLS JMB",1,1,0,CS,75.2100,75.21
2725661,"CHICKEN, BRST DBL 6 Z BLSL RAW",1,1,0,CS,78.0800,78.08
6381750,"CHICKEN, WING 1&2JT MED RAW",3,3,0,CS,91.9900,275.97
6911663,"PANGASIUS, STPED 5-7 Z FIL PBO",1,1,0,CS,44.9900,44.99
616400,"ROLL, HOGI WHT 3.5 Z 8"" HEARTH",1,1,0,CS,52.5000,52.50
755207,"CAKE, LAYR 2 CRRT ICED 9"" 14",1,1,0,CS,74.0700,74.07
1552124,"POTATO, FF SSTRG 1/4"" COATED",8,8,0,CS,44.5900,356.72
4182234,"APPETIZER, PTATO PPR CHEDR",1,1,0,CS,49.9000,49.90
5328406,"DRESSING, RANCH BTRMLK REF JAR",3,3,0,CS,49.4200,148.26
5602354,"APPETIZER, CHS MOZZ BRDD ITLN",1,1,0,CS,62.3200,62.32
9487478,"CHEESECAKE, RSP DONUT 10"" 14",1,1,0,CS,87.1700,87.17
7912678,"CLEANER, GLS K42 LIQ SPRAY BTL",1,1,0,CS,45.2000,45.20
9075643,"SANITIZER, SRFCE LIQ SPRAY K85",1,1,0,CS,37.9000,37.90
95745,"TISSUE, TLT JMB RL 3.5""X1000'",1,1,0,CS,45.7900,45.79
417287,"TOWEL, PAPR 8.75X11 PERF RL",1,1,0,CS,40.2900,40.29
2939411,"LID, CUP SFLE 3.25-4 Z FLAT",1,1,0,CS,36.9900,36.99
6883961,"CONTAINER, FM 6 Z SQT WHT",1,1,0,CS,37.0900,37.09
7886112,"GLOVE, POLY XL CLR STCH AMBDX",1,1,0,CS,45.6900,45.69
9625922,"TOWEL, PAPR 7.88X15 CENTERPULL",2,2,0,CS,32.3900,64.78
9855909,"STRAW, JMB 7.75"" TNSLT WRPD",1,1,0,CS,30.3900,30.39
1330695,"KNIFE, STK 4.75"" S/S PLST HNDL",3,3,0,CS,8.6400,25.92
2330652,"FORK, DNNR WNDSR 18/0 S/S MW",2,2,0,CS,12.1700,24.34
4085338,"GUEST CHECK, SHRK PK SNGL PAPR",1,1,0,CS,34.8500,34.85
