ProductNumber,ProductDescription,QtyOrder,QtyShip,QtyAdjust,PricingUnit,UnitPrice,ExtendedPrice
7945058,"DEGREASER, AP VP3 LIQ JUG BLU",1,1,0,CS,37.3000,37.30
1049803,"LIME, #2 GRD 230-250 CT FRESH",1,1,0,CS,28.3600,28.36
1205582,"STRAWBERRY, CLMSHL FRESH REF",1,1,0,CS,48.9800,48.98
1326438,"ONION, GRN TRIMD ICELS FRESH",1,1,0,EA,7.3400,7.34
2326445,"SALAD MIX, MESCLUN SPRG BAG",1,1,0,CS,16.4100,16.41
2326700,"POTATO, RUSET ID. 40 CT FRESH",3,3,0,CS,19.0700,57.21
2331353,"TOMATO, RND 5X6 #1 GRD FRESH",2,2,0,CS,62.6900,125.38
3331972,"MUSHROOM, WHT X-LG #1 GRD BOX",3,3,0,CS,31.2500,93.75
4230900,"CILANTRO, FRESH HERB",1,1,0,CS,28.0800,28.08
4725776,"CABBAGE, RED MED FRESH REF",1,1,0,CS,18.7600,18.76
7987514,"PINEAPPLE, FRESH REF",1,1,0,CS,21.7100,21.71
2739175,"SOUR CREAM, CLTD ALL NTRL TUB",1,1,0,CS,32.5700,32.57
5332630,"CHEESE, CHEDR MILD SHRD FTHR",2,2,0,CS,59.2000,118.40
8327249,"CHEESE, PROV LOG PLST WRPD REF",1,1,0,LB,4.6200,55.44
2006625,"JUICE, PNAPL 100% CAN SHLF",1,1,0,CS,40.4500,40.45
8387194,"WATER,MINRL GLS BTL",1,1,0,CS,33.2200,33.22
9206974,"TEA BAG, ICED BLK SWTND CFNTD",2,2,0,CS,40.4200,80.84
1327055,"OIL, SOYBN TFF SALAD",1,1,0,CS,33.2900,33.29
2228849,"BREADER, FISH SESD BAG",1,1,0,CS,45.4300,45.43
3264931,"MARGARINE, SALTD TUB REF WHPD",1,1,0,CS,38.7700,38.77
3749580,"MIX, GRVY BRN PHO-FREE SHLF",1,1,0,CS,30.5200,30.52
3852858,"TORTILLA, CHIP RAW 4 CUT YLW",2,2,0,CS,36.3800,72.76
4116355,"GARLIC, MNCD IN WATER PLST JAR",1,1,0,CS,37.4000,37.40
4352191,"SAUCE, MNARA TMTO CAN SHLF",1,1,0,CS,47.2800,47.28
6329205,"BEAN, GRN BLU LAKE CUT 3-5",2,2,0,CS,41.4100,82.82
6501159,"SEASONING, LMN PPR PLST SHKR",2,2,0,EA,15.2600,30.52
7333263,"SEASONING, FJTA SHLF STABL",2,2,0,EA,12.3800,24.76
8013625,"SAUCE, HOT RED PLST JUG SHLF",1,1,0,CS,68.0000,68.00
8047557,"MIX, GRVY PPR ADD WATER",1,1,0,CS,29.9500,29.95
8383283,"SUGAR, WHT CANE GRAN",2,2,0,CS,37.6200,75.24
2240046,"BACON, PORK END & PC REAL DCD",1,1,0,CS,79.1200,79.12
3408822,"BEEF, RIBEY 112A 2X2"" L/ON RAW",1,1,0,LB,6.7600,449.95
4558003,"BEEF, PHILY FLAT 4Z MODERATELY",1,1,0,CS,59.3200,59.32
5314208,"BEEF, CUTLT SLCT RAW FZN",2,2,0,CS,79.6000,159.20
2720977,"CHICKEN, BRST DBL RNDM BLS JMB",1,1,0,CS,73.0400,73.04
2725661,"CHICKEN, BRST DBL 6 Z BLSL RAW",1,1,0,CS,80.2300,80.23
6381750,"CHICKEN, WING 1&2JT MED RAW",3,3,0,CS,48.1100,144.33
6740178,"SHRIMP, 41-50 WHT P&D T/OF NPA",2,2,0,CS,53.8900,107.78
6911663,"PANGASIUS, STPED 5-7 Z FIL PBO",1,1,0,CS,41.7200,41.72
207498,"BREAD, WHEAT BRRY 17 SLCD",1,1,0,CS,49.5500,49.55
1552124,"POTATO, FF SSTRG 1/4"" COATED",10,10,0,CS,44.5900,445.90
5328406,"DRESSING, RANCH BTRMLK REF JAR",3,3,0,CS,49.1300,147.39
5602354,"APPETIZER, CHS MOZZ BRDD ITLN",1,1,0,CS,65.4300,65.43
6083968,"POTATO, TATER NUGT TFF PARFR",3,3,0,CS,64.3000,192.90
9075643,"SANITIZER, SRFCE LIQ SPRAY K85",1,1,0,CS,36.3000,36.30
417287,"TOWEL, PAPR 8.75X11 PERF RL",1,1,0,CS,40.5900,40.59
2939411,"LID, CUP SFLE 3.25-4 Z FLAT",1,1,0,CS,46.7900,46.79
3605755,"TRAY, PAPR FOOD .5 LB COTED",1,1,0,CS,40.7900,40.79
1330695,"KNIFE, STK 4.75"" S/S PLST HNDL",3,3,0,CS,8.6400,25.92
2330652,"FORK, DNNR WNDSR 18/0 S/S MW",1,1,0,CS,12.1700,12.17
4085338,"GUEST CHECK, SHRK PK SNGL PAPR",1,1,0,CS,36.5900,36.59
