ProductNumber,ProductDescription,QtyOrder,QtyShip,QtyAdjust,PricingUnit,UnitPrice,ExtendedPrice
5341169,"CLEANER, OVN & GRIL K13 LIQ",1,1,0,CS,76.4000,76.40
7153448,"CLEANER, AP LIQ SPRAY BTL",1,1,0,CS,64.3400,64.34
7945058,"DEGREASER, AP VP3 LIQ JUG BLU",1,1,0,CS,37.3000,37.30
1049803,"LIME, #2 GRD 230-250 CT FRESH",2,2,0,CS,25.9500,51.90
2326411,"LETTUCE, ICBRG FRESH REF BOX",1,1,0,CS,58.0000,58.00
2326700,"POTATO, RUSET ID. 40 CT FRESH",2,2,0,CS,19.0700,38.14
2331353,"TOMATO, RND 5X6 #1 GRD FRESH",2,2,0,CS,62.7000,125.40
3331972,"MUSHROOM, WHT X-LG #1 GRD BOX",1,1,0,CS,31.2100,31.21
4230900,"CILANTRO, FRESH HERB",1,1,0,CS,28.0800,28.08
4289443,"POTATO, YUKON GLD A SZ FRESH",1,1,0,CS,36.8000,36.80
4326690,"ONION, RED JMB FRESH REF BAG",1,1,0,CS,28.9600,28.96
4731741,"TOMATO, GRAPE RED FRESH REF",1,1,0,CS,44.9700,44.97
5006465,"MUSHROOM, SLCD FRESH REF",1,1,0,CS,28.1800,28.18
6326698,"ONION, YLW WHL SPR COLSL 4 1/4",1,1,0,CS,29.0700,29.07
315606,"MILK, BTRMLK BULGARIN REF",1,1,0,CS,36.7400,36.74
5332630,"CHEESE, CHEDR MILD SHRD FTHR",1,1,0,CS,59.1400,59.14
9206974,"TEA BAG, ICED BLK SWTND CFNTD",1,1,0,CS,40.4200,40.42
698688,"OIL, BUTR ALTRN SOYBN SALTD",1,1,0,CS,45.7300,45.73
2353829,"FLOUR, AP",1,1,-1,CS,20.3200,0.00
3852858,"TORTILLA, CHIP RAW 4 CUT YLW",2,2,0,CS,36.3800,72.76
6501159,"SEASONING, LMN PPR PLST SHKR",2,2,0,EA,15.2600,30.52
7637705,"SHORTENING, FRYG RICE BRAN LIQ",1,1,0,CS,66.5000,66.50
8013625,"SAUCE, HOT RED PLST JUG SHLF",1,1,0,CS,68.0000,68.00
2240046,"BACON, PORK END & PC REAL DCD",1,1,0,CS,79.1200,79.12
3041423,"CORN DOG, AM CN FZN",1,1,0,CS,52.9200,52.92
4558003,"BEEF, PHILY FLAT 4Z MODERATELY",2,2,0,CS,59.3200,118.64
2720977,"CHICKEN, BRST DBL RNDM BLS JMB",1,1,0,CS,73.0400,73.04
2725661,"CHICKEN, BRST DBL 6 Z BLSL RAW",1,1,0,CS,80.5900,80.59
6381750,"CHICKEN, WING 1&2JT MED RAW",1,1,0,CS,48.1100,48.11
8025207,"CHICKEN, GZZD RAW FZN",1,1,0,CS,30.7400,30.74
6740178,"SHRIMP, 41-50 WHT P&D T/OF NPA",1,1,0,CS,53.8900,53.89
1552124,"POTATO, FF SSTRG 1/4"" COATED",14,14,0,CS,44.5900,624.26
5328406,"DRESSING, RANCH BTRMLK REF JAR",4,4,0,CS,49.1300,196.52
4647806,"DETERGENT, DISH MNL LIQ BTL",1,1,0,CS,58.2000,58.20
417287,"TOWEL, PAPR 8.75X11 PERF RL",1,1,0,CS,40.5900,40.59
1046634,"LID, CUP 12-24 OZ BUBBLE PLAST",1,1,0,CS,38.4900,38.49
2939411,"LID, CUP SFLE 3.25-4 Z FLAT",1,1,0,CS,46.7900,46.79
7826290,"LINER, 60 GAL 38X58 BLK 1.2",1,1,0,CS,31.6900,31.69
7826506,"LINER, 33 GAL 33X38 BLK 1.2",1,0,0,,0.0000,0.00
7826407,"LINER, 33 GAL 33X38 NTRL 14",0,1,0,CS,34.4900,34.49
7886112,"GLOVE, POLY XL CLR STCH AMBDX",1,1,0,CS,46.1900,46.19
9625922,"TOWEL, PAPR 7.88X15 CENTERPULL",1,1,0,CS,32.9900,32.99
