ProductNumber,ProductDescription,QtyOrder,QtyShip,QtyAdjust,PricingUnit,UnitPrice,ExtendedPrice
5341169,"CLEANER, OVN & GRIL K13 LIQ",1,1,0,CS,83.6000,83.60
7945058,"DEGREASER, AP VP3 LIQ JUG BLU",1,1,0,CS,43.0000,43.00
1049803,"LIME, #2 GRD 230-250 CT FRESH",1,1,0,CS,40.9000,40.90
1205582,"STRAWBERRY, CLMSHL FRESH REF",1,1,0,CS,41.7100,41.71
1326438,"ONION, GRN TRIMD ICELS FRESH",1,1,0,EA,7.4200,7.42
2326700,"POTATO, RUSET ID. 40 CT FRESH",1,1,0,CS,21.1600,21.16
3016342,"ZUCCHINI, GRN MED FRESH REF",1,1,0,CS,21.6600,21.66
4289443,"POTATO, YUKON GLD A SZ FRESH",1,1,0,CS,42.5500,42.55
4326690,"ONION, RED JMB FRESH REF BAG",1,1,0,CS,24.9700,24.97
5006465,"MUSHROOM, SLCD FRESH REF",1,1,0,CS,28.8900,28.89
315606,"MILK, BTRMLK BULGARIN REF",1,1,0,CS,32.3200,32.32
2739175,"SOUR CREAM, CLTD ALL NTRL TUB",1,1,0,CS,30.1500,30.15
5332630,"CHEESE, CHEDR MILD SHRD FTHR",2,2,0,CS,59.9000,119.80
6419501,"CHEESE, CHEDR MILD SLCD .75 Z",1,1,0,CS,42.4600,42.46
6432884,"CHEESE, PPR JK SLCD .75 Z TWIN",1,1,0,CS,43.3700,43.37
8327249,"CHEESE, PROV LOG PLST WRPD REF",1,1,0,LB,4.6800,56.16
5308139,"JUICE, CLMTO DRNK 34% ORIG PET",1,1,0,CS,30.6500,30.65
6948426,"BAR MIX, PINA CLDA CTN GABLE",1,1,0,CS,100.9800,100.98
190009,"KETCHUP, TMTO FCY 33% B-I-B",1,1,0,CS,27.9200,27.92
1328699,"SHORTENING, FRYG SOYBN LIQ CLR",17,17,0,CS,27.9800,475.66
3636982,"SAUCE, WORSTERSHR PLST JUG",1,1,0,EA,19.3200,19.32
4261905,"PEPPER, JLP SLCD NACHO MILD IN",1,1,0,CS,38.2100,38.21
4329314,"MUSTARD, YLW SS POUCH",1,1,0,CS,15.8700,15.87
6329205,"BEAN, GRN BLU LAKE CUT 3-5",2,2,0,CS,38.6100,77.22
6501159,"SEASONING, LMN PPR PLST SHKR",1,1,0,EA,15.2600,15.26
7329113,"MAYONNAISE, XHVY PLST JUG SHLF",1,1,0,CS,44.9300,44.93
7333263,"SEASONING, FJTA SHLF STABL",2,2,0,EA,12.8800,25.76
8013625,"SAUCE, HOT RED PLST JUG SHLF",1,1,0,CS,68.0400,68.04
8568531,"MAYONNAISE, SS POUCH SHLF",1,1,0,CS,25.1100,25.11
1017127,"HAM, BNLS BFT NJ HWD SMK CK 3D",1,1,0,LB,3.6400,81.72
1633130,"BACON,SLAB #2 CURED",2,2,0,CS,72.0000,144.00
2240046,"BACON, PORK END & PC REAL DCD",1,1,0,CS,79.1200,79.12
2571705,"BEEF, CHK SHLD CLD CHO ANG 114",6,6,0,LB,3.8600,1187.34
4558003,"BEEF, PHILY FLAT 4Z MODERATELY",1,1,0,CS,58.6200,58.62
2720977,"CHICKEN, BRST DBL RNDM BLS JMB",3,3,0,CS,72.2200,216.66
2725661,"CHICKEN, BRST DBL 6 Z BLSL RAW",1,1,0,CS,78.1600,78.16
6381750,"CHICKEN, WING 1&2JT MED RAW",5,5,0,CS,91.9900,459.95
8025207,"CHICKEN, GZZD RAW FZN",1,1,0,CS,31.0500,31.05
4661918,"SHRIMP, 16-20 WHT P&D T/ON NPA",1,1,0,CS,67.6700,67.67
6740178,"SHRIMP, 41-50 WHT P&D T/OF NPA",2,2,0,CS,59.6900,119.38
4182234,"APPETIZER, PTATO PPR CHEDR",1,1,0,CS,49.9000,49.90
4320487,"CHILI, BF NO BEAN RTU TUB FZN",1,0,0,,0.0000,0.00
5328406,"DRESSING, RANCH BTRMLK REF JAR",3,3,0,CS,49.4200,148.26
6083968,"POTATO, TATER NUGT TFF PARFR",6,6,0,CS,66.4100,398.46
6450068,"HUSH PUPPY, JLP PARFR FZN BAG",1,1,0,CS,26.4900,26.49
7328537,"DRESSING, BLU CHS CHNKY REF",1,1,0,EA,19.9900,19.99
7979586,"POTATO, FF SWT THIN WAFL CUT",2,2,0,CS,46.6800,93.36
9075643,"SANITIZER, SRFCE LIQ SPRAY K85",1,1,0,CS,37.9000,37.90
763326,"CUP, FM 20 Z WHT",3,3,0,CS,37.3900,112.17
1046634,"LID, CUP 12-24 OZ BUBBLE PLAST",2,2,0,CS,41.6900,83.38
1851438,"CUP, SFLE PLYST 3.25 Z TNSLT",1,1,0,CS,78.1900,78.19
2939411,"LID, CUP SFLE 3.25-4 Z FLAT",1,1,0,CS,37.6900,37.69
3605755,"TRAY, PAPR FOOD .5 LB COTED",1,1,0,CS,41.2900,41.29
6328249,"FOIL, ALUM 12""X1000' STD RL",1,1,0,CS,40.5900,40.59
7804644,"CONTAINER, FM 9X9 1 CMPT WHT",5,5,0,CS,23.6900,118.45
9625922,"TOWEL, PAPR 7.88X15 CENTERPULL",1,1,0,CS,33.2900,33.29
1330695,"KNIFE, STK 4.75"" S/S PLST HNDL",3,3,0,CS,8.6400,25.92
2330652,"FORK, DNNR WNDSR 18/0 S/S MW",1,1,0,CS,12.1700,12.17
