ProductNumber,ProductDescription,QtyOrder,QtyShip,QtyAdjust,PricingUnit,UnitPrice,ExtendedPrice
5341169,"CLEANER, OVN & GRIL K13 LIQ",1,1,0,CS,80.3000,80.30
7153448,"CLEANER, AP LIQ SPRAY BTL",1,1,0,CS,66.1000,66.10
7945058,"DEGREASER, AP VP3 LIQ JUG BLU",1,1,0,CS,40.1000,40.10
2326411,"LETTUCE, ICBRG FRESH REF BOX",1,1,0,CS,25.8900,25.89
2326445,"SALAD MIX, MESCLUN SPRG BAG",1,1,0,CS,17.9600,17.96
2331353,"TOMATO, RND 5X6 #1 GRD FRESH",2,2,0,CS,58.8900,117.78
3332830,"COLESLAW MIX, SHRD CBG GRN &",1,1,0,EA,8.0800,8.08
4289443,"POTATO, YUKON GLD A SZ FRESH",2,2,0,CS,41.0000,82.00
5006465,"MUSHROOM, SLCD FRESH REF",1,1,0,CS,28.8200,28.82
7474968,"AVOCADO, HASS #2 GRD 48 CT",1,1,0,CS,59.1500,59.15
9332230,"LETTUCE, RMN CHPD 1 1/4""",1,1,0,CS,29.1800,29.18
315606,"MILK, BTRMLK BULGARIN REF",1,1,0,CS,32.2200,32.22
5332630,"CHEESE, CHEDR MILD SHRD FTHR",1,1,0,CS,64.5300,64.53
8327249,"CHEESE, PROV LOG PLST WRPD REF",1,1,0,LB,3.7600,133.56
6948426,"BAR MIX, PINA CLDA CTN GABLE",1,1,0,CS,96.7700,96.77
8387194,"WATER,MINRL GLS BTL",1,1,0,CS,33.2500,33.25
9206974,"TEA BAG, ICED BLK SWTND CFNTD",1,1,0,CS,40.4300,40.43
1328699,"SHORTENING, FRYG SOYBN LIQ CLR",12,12,0,CS,30.1900,362.28
2228849,"BREADER, FISH SESD BAG",1,1,0,CS,45.4100,45.41
2353829,"FLOUR, AP",2,2,-1,CS,20.3300,20.33
3264931,"MARGARINE, SALTD TUB REF WHPD",1,1,0,CS,42.4800,42.48
3852858,"TORTILLA, CHIP RAW 4 CUT YLW",1,1,0,CS,35.2300,35.23
5330949,"FLOUR, AP HOTEL & RSTNT FINE",4,4,0,CS,18.1700,72.68
7200736,"PICKLE, DILL CC CHIP 1/8""",1,1,0,CS,30.1200,30.12
7329113,"MAYONNAISE, XHVY PLST JUG SHLF",1,1,0,CS,44.9200,44.92
8013625,"SAUCE, HOT RED PLST JUG SHLF",1,0,0,,0.0000,0.00
5175377,"SAUCE, BUFLO HOT RED PLST JUG",0,1,0,CS,73.4500,73.45
9329269,"TOMATO, WHL IN JCE PLD CND",1,1,0,CS,29.0400,29.04
1633130,"BACON,SLAB #2 CURED",3,3,0,CS,72.0000,216.00
2240046,"BACON, PORK END & PC REAL DCD",2,2,0,CS,79.1200,158.24
2571705,"BEEF, CHK SHLD CLD CHO ANG 114",6,6,0,LB,3.7300,1255.52
3041423,"CORN DOG, AM CN FZN",1,1,0,CS,52.9200,52.92
5314208,"BEEF, CUTLT SLCT RAW FZN",1,1,0,CS,79.6000,79.60
2720977,"CHICKEN, BRST DBL RNDM BLS JMB",2,2,0,CS,71.7500,143.50
2725661,"CHICKEN, BRST DBL 6 Z BLSL RAW",2,2,0,CS,80.9500,161.90
6381750,"CHICKEN, WING 1&2JT MED RAW",3,3,0,CS,91.9900,275.97
6740178,"SHRIMP, 41-50 WHT P&D T/OF NPA",1,1,0,CS,56.2800,56.28
6911663,"PANGASIUS, STPED 5-7 Z FIL PBO",3,3,0,CS,41.4100,124.23
1552124,"POTATO, FF SSTRG 1/4"" COATED",5,5,0,CS,44.5900,222.95
5328406,"DRESSING, RANCH BTRMLK REF JAR",2,2,0,CS,49.1300,98.26
5602354,"APPETIZER, CHS MOZZ BRDD ITLN",1,1,0,CS,65.4100,65.41
6083968,"POTATO, TATER NUGT TFF PARFR",9,9,0,CS,64.3000,578.70
4647806,"DETERGENT, DISH MNL LIQ BTL",1,1,0,CS,58.3000,58.30
4736314,"DEODORIZER, URNL SCRN W/ BLOC",1,1,0,CS,35.2000,35.20
6696848,"BLEACH, DISINF LIQ JUG CLR",1,1,0,CS,23.5000,23.50
6750400,"CLEANER, AP WIPE POUCH WHT",1,1,0,CS,58.2000,58.20
95745,"TISSUE, TLT JMB RL 3.5""X1000'",1,1,0,CS,45.5900,45.59
417287,"TOWEL, PAPR 8.75X11 PERF RL",1,1,0,CS,40.5900,40.59
511550,"LINER, BSKT 12X12 RED CHKRD",1,1,0,CS,112.5800,112.58
1046634,"LID, CUP 12-24 OZ BUBBLE PLAST",2,0,0,,0.0000,0.00
7826506,"LINER, 33 GAL 33X38 BLK 1.2",1,1,0,CS,25.5900,25.59
9625922,"TOWEL, PAPR 7.88X15 CENTERPULL",1,1,0,CS,32.9900,32.99
2330652,"FORK, DNNR WNDSR 18/0 S/S MW",2,2,0,CS,12.1700,24.34
