ProductNumber,ProductDescription,QtyOrder,QtyShip,QtyAdjust,PricingUnit,UnitPrice,ExtendedPrice
1049803,"LIME, #2 GRD 230-250 CT FRESH",1,1,0,CS,25.9500,25.95
2326411,"LETTUCE, ICBRG FRESH REF BOX",2,2,0,CS,58.0000,116.00
2326700,"POTATO, RUSET ID. 40 CT FRESH",4,4,0,CS,19.0700,76.28
3016342,"ZUCCHINI, GRN MED FRESH REF",1,1,0,CS,30.0100,30.01
3331972,"MUSHROOM, WHT X-LG #1 GRD BOX",1,1,0,CS,31.2100,31.21
3332830,"COLESLAW MIX, SHRD CBG GRN &",1,1,0,EA,8.1600,8.16
4230900,"CILANTRO, FRESH HERB",1,1,0,CS,28.0800,28.08
4289443,"POTATO, YUKON GLD A SZ FRESH",1,1,0,CS,36.8000,36.80
5006465,"MUSHROOM, SLCD FRESH REF",1,1,0,CS,28.1800,28.18
5326418,"LETTUCE, RMN FRESH REF",1,1,0,CS,70.9800,70.98
6326698,"ONION, YLW WHL SPR COLSL 4 1/4",1,1,0,CS,29.0700,29.07
7331614,"CELERY, STICK 4"" FRESH REF",1,1,0,EA,12.7700,12.77
7474968,"AVOCADO, HASS #2 GRD 48 CT",1,1,0,CS,60.3100,60.31
2739175,"SOUR CREAM, CLTD ALL NTRL TUB",1,1,0,CS,32.5700,32.57
5332630,"CHEESE, CHEDR MILD SHRD FTHR",2,2,0,CS,59.1400,118.28
6758940,"ICE CREAM, VNL BEAN ALL NTRL",1,1,0,CS,50.6000,50.60
7071236,"BAR MIX, STWBY CTN GABLE TOP",1,1,0,CS,94.1700,94.17
8387194,"WATER,MINRL GLS BTL",1,1,0,CS,33.2200,33.22
9206974,"TEA BAG, ICED BLK SWTND CFNTD",2,2,0,CS,40.4200,80.84
190009,"KETCHUP, TMTO FCY 33% B-I-B",1,1,0,CS,28.1800,28.18
1328608,"DRESSING, CLSLW CRMY SHLF PLST",1,1,0,EA,19.0800,19.08
1328699,"SHORTENING, FRYG SOYBN LIQ CLR",8,8,0,CS,29.8800,239.04
2228849,"BREADER, FISH SESD BAG",1,1,0,CS,45.4300,45.43
3333705,"OLIVE, MZNLA GRN STUFD PMNTO",1,1,0,EA,27.8400,27.84
3749580,"MIX, GRVY BRN PHO-FREE SHLF",1,1,0,CS,30.5200,30.52
3852858,"TORTILLA, CHIP RAW 4 CUT YLW",1,1,0,CS,36.3800,36.38
4329314,"MUSTARD, YLW SS POUCH",1,1,0,CS,16.1200,16.12
5881594,"CHERRY, MRCNO W/ STEM LG PLST",1,1,0,EA,33.6100,33.61
6329205,"BEAN, GRN BLU LAKE CUT 3-5",4,4,0,CS,41.4100,165.64
6329924,"SALT, TABLE IODZ BAG",1,1,0,CS,13.3300,13.33
6501159,"SEASONING, LMN PPR PLST SHKR",2,2,0,EA,15.2600,30.52
7200736,"PICKLE, DILL CC CHIP 1/8""",2,2,0,CS,30.1200,60.24
7248339,"MIX, DRSG RANCH 1 GAL YLD PKT",1,1,0,CS,59.7500,59.75
7329113,"MAYONNAISE, XHVY PLST JUG SHLF",2,2,0,CS,43.8700,87.74
7333263,"SEASONING, FJTA SHLF STABL",2,2,0,EA,12.3800,24.76
7501752,"KETCHUP, TMTO FCY 33% RED PLST",2,2,0,CS,32.1800,64.36
8568531,"MAYONNAISE, SS POUCH SHLF",1,1,0,CS,25.3600,25.36
9329269,"TOMATO, WHL IN JCE PLD CND",1,1,0,CS,30.5600,30.56
1017127,"HAM, BNLS BFT NJ HWD SMK CK 3D",1,1,0,LB,3.8600,84.53
1633130,"BACON,SLAB #2 CURED",2,2,0,CS,66.2900,132.58
2240046,"BACON, PORK END & PC REAL DCD",1,1,0,CS,79.1200,79.12
2571705,"BEEF, CHK SHLD CLD CHO ANG 114",6,6,0,LB,3.4700,1125.67
5314208,"BEEF, CUTLT SLCT RAW FZN",1,1,0,CS,79.6000,79.60
2720977,"CHICKEN, BRST DBL RNDM BLS JMB",2,2,0,CS,73.0400,146.08
2725661,"CHICKEN, BRST DBL 6 Z BLSL RAW",1,1,0,CS,80.5900,80.59
6381750,"CHICKEN, WING 1&2JT MED RAW",5,5,0,CS,48.1100,240.55
4661918,"SHRIMP, 16-20 WHT P&D T/ON NPA",1,1,0,CS,61.2700,61.27
1321470,"BROWNIE, PECN NOT ICED SHT 1/2",1,1,0,CS,47.9900,47.99
1552124,"POTATO, FF SSTRG 1/4"" COATED",6,6,0,CS,44.5900,267.54
4182234,"APPETIZER, PTATO PPR CHEDR",1,1,0,CS,49.9000,49.90
5328406,"DRESSING, RANCH BTRMLK REF JAR",3,3,0,CS,49.1300,147.39
