ProductNumber,ProductDescription,QtyOrder,QtyShip,QtyAdjust,PricingUnit,UnitPrice,ExtendedPrice
1049803,"LIME, #2 GRD 230-250 CT FRESH",1,1,0,CS,39.6100,39.61
2326411,"LETTUCE, ICBRG FRESH REF BOX",1,1,0,CS,25.4800,25.48
2326445,"SALAD MIX, MESCLUN SPRG BAG",1,1,0,CS,17.9600,17.96
2326700,"POTATO, RUSET ID. 40 CT FRESH",4,4,0,CS,20.7400,82.96
3331972,"MUSHROOM, WHT X-LG #1 GRD BOX",1,1,0,CS,36.0800,36.08
3332830,"COLESLAW MIX, SHRD CBG GRN &",1,1,0,EA,7.2500,7.25
4326690,"ONION, RED JMB FRESH REF BAG",1,1,0,CS,29.5000,29.50
4725776,"CABBAGE, RED MED FRESH REF",1,1,0,CS,14.9700,14.97
4731741,"TOMATO, GRAPE RED FRESH REF",1,1,0,CS,16.8400,16.84
6326698,"ONION, YLW WHL SPR COLSL 4 1/4",1,1,0,CS,29.5400,29.54
2739175,"SOUR CREAM, CLTD ALL NTRL TUB",1,1,0,CS,31.8800,31.88
6758940,"ICE CREAM, VNL BEAN ALL NTRL",1,1,0,CS,54.3200,54.32
9206974,"TEA BAG, ICED BLK SWTND CFNTD",2,2,0,CS,40.4300,80.86
1328699,"SHORTENING, FRYG SOYBN LIQ CLR",2,2,0,CS,29.5400,59.08
3264931,"MARGARINE, SALTD TUB REF WHPD",1,1,0,CS,42.4800,42.48
5330949,"FLOUR, AP HOTEL & RSTNT FINE",2,2,0,CS,14.9900,29.98
6501159,"SEASONING, LMN PPR PLST SHKR",1,1,0,EA,15.2700,15.27
7200736,"PICKLE, DILL CC CHIP 1/8""",2,2,0,CS,30.1200,60.24
7333263,"SEASONING, FJTA SHLF STABL",2,2,0,EA,12.2600,24.52
7501752,"KETCHUP, TMTO FCY 33% RED PLST",2,2,0,CS,31.8600,63.72
8047557,"MIX, GRVY PPR ADD WATER",1,1,0,CS,29.9600,29.96
1633130,"BACON,SLAB #2 CURED",2,2,0,CS,72.0000,144.00
3041423,"CORN DOG, AM CN FZN",1,1,0,CS,56.0500,56.05
5314208,"BEEF, CUTLT SLCT RAW FZN",3,3,0,CS,79.6000,238.80
2720977,"CHICKEN, BRST DBL RNDM BLS JMB",1,1,0,CS,73.0600,73.06
6381750,"CHICKEN, WING 1&2JT MED RAW",8,8,0,CS,91.9900,735.92
6911663,"PANGASIUS, STPED 5-7 Z FIL PBO",1,1,0,CS,41.4100,41.41
1321470,"BROWNIE, PECN NOT ICED SHT 1/2",1,1,0,CS,47.9900,47.99
1552124,"POTATO, FF SSTRG 1/4"" COATED",10,10,0,CS,44.5900,445.90
5328406,"DRESSING, RANCH BTRMLK REF JAR",2,2,0,CS,49.1300,98.26
4647806,"DETERGENT, DISH MNL LIQ BTL",1,1,0,CS,58.3000,58.30
4736314,"DEODORIZER, URNL SCRN W/ BLOC",1,1,0,CS,35.2000,35.20
417287,"TOWEL, PAPR 8.75X11 PERF RL",1,1,0,CS,40.5900,40.59
763326,"CUP, FM 20 Z WHT",1,1,0,CS,36.6900,36.69
8869828,"NAPKIN, DISPR INFLD BRN",1,1,0,CS,29.6900,29.69
8915027,"STRAW, GIANT 7.75"" BLK UWRPD",1,1,0,CS,16.5900,16.59
2948859,"GRILL BRICK, 4X3.5X8 GLS DUST",1,1,0,CS,25.2000,25.20
2950343,"SCRUBBER, S/S 50 GR HD 400",1,1,0,EA,9.1400,9.14
