ProductNumber,ProductDescription,QtyOrder,QtyShip,QtyAdjust,PricingUnit,UnitPrice,ExtendedPrice
5341169,"CLEANER, OVN & GRIL K13 LIQ",1,1,0,CS,83.6000,83.60
7153448,"CLEANER, AP LIQ SPRAY BTL",1,1,0,CS,66.3000,66.30
7945058,"DEGREASER, AP VP3 LIQ JUG BLU",1,1,0,CS,43.0000,43.00
1049803,"LIME, #2 GRD 230-250 CT FRESH",2,2,0,CS,40.9000,81.80
2326445,"SALAD MIX, MESCLUN SPRG BAG",1,1,0,CS,14.3300,14.33
2326700,"POTATO, RUSET ID. 40 CT FRESH",1,1,0,CS,21.1600,21.16
2331353,"TOMATO, RND 5X6 #1 GRD FRESH",2,0,0,,0.0000,0.00
9372855,"TOMATO, RND 5X6 #1 GRD FRESH 2",0,0,0,,0.0000,0.00
3037330,"PEPPER, CHILI SERRN FRESH REF",1,1,0,CS,16.3000,16.30
3332830,"COLESLAW MIX, SHRD CBG GRN &",1,1,0,EA,6.4200,6.42
4230900,"CILANTRO, FRESH HERB",1,1,0,CS,28.0800,28.08
6326698,"ONION, YLW WHL SPR COLSL 4 1/4",1,1,0,CS,24.9700,24.97
7474968,"AVOCADO, HASS #2 GRD 48 CT",1,1,0,CS,72.7000,72.70
2015881,"TOMATO, #2 GRD RND BULK FRESH",0,2,-1,CS,13.8600,13.86
761940,"MILK, WHL PSTRD RBST FREE D A",1,1,0,CS,26.8900,26.89
766949,"ICE CREAM, CHOC TUB",1,1,0,CS,29.5100,29.51
2739175,"SOUR CREAM, CLTD ALL NTRL TUB",1,1,0,CS,30.1500,30.15
3340510,"CHEESE, AMER SLCD 120 CT TFF",1,1,0,CS,66.9100,66.91
5332630,"CHEESE, CHEDR MILD SHRD FTHR",2,2,0,CS,59.9000,119.80
184937,"TEA BAG, ICED BLK ORNG PEKO 4",1,1,0,CS,39.9500,39.95
698688,"OIL, BUTR ALTRN SOYBN SALTD",1,1,0,CS,45.0000,45.00
3852858,"TORTILLA, CHIP RAW 4 CUT YLW",1,1,0,CS,36.6800,36.68
6329205,"BEAN, GRN BLU LAKE CUT 3-5",1,1,0,CS,38.6100,38.61
6501159,"SEASONING, LMN PPR PLST SHKR",2,2,0,EA,15.2600,30.52
7637705,"SHORTENING, FRYG RICE BRAN LIQ",1,1,0,CS,68.8200,68.82
8047557,"MIX, GRVY PPR ADD WATER",1,1,0,CS,29.9700,29.97
1633130,"BACON,SLAB #2 CURED",1,1,0,CS,72.0000,72.00
3041423,"CORN DOG, AM CN FZN",1,1,0,CS,57.2200,57.22
4558003,"BEEF, PHILY FLAT 4Z MODERATELY",1,1,0,CS,58.6200,58.62
5314208,"BEEF, CUTLT SLCT RAW FZN",1,1,0,CS,79.6000,79.60
2720977,"CHICKEN, BRST DBL RNDM BLS JMB",2,2,0,CS,72.2200,144.44
6381750,"CHICKEN, WING 1&2JT MED RAW",2,2,0,CS,91.9900,183.98
6911663,"PANGASIUS, STPED 5-7 Z FIL PBO",1,1,0,CS,44.9900,44.99
31765,"CAKE, CHOC GLZD 5 Z SS TRAY PK",1,1,0,CS,110.9600,110.96
1552124,"POTATO, FF SSTRG 1/4"" COATED",10,10,0,CS,44.5900,445.90
5328406,"DRESSING, RANCH BTRMLK REF JAR",1,1,0,CS,49.4200,49.42
6380083,"POTATO, TATER NUGT FZN",3,3,0,CS,33.5200,100.56
4647806,"DETERGENT, DISH MNL LIQ BTL",1,1,0,CS,59.4000,59.40
95745,"TISSUE, TLT JMB RL 3.5""X1000'",1,1,0,CS,45.7900,45.79
417287,"TOWEL, PAPR 8.75X11 PERF RL",1,1,0,CS,40.2900,40.29
3013885,"FILTER, FRYER GRS CONE 10""",1,1,0,EA,17.8900,17.89
6861488,"CONTAINER, PLST 7"" HX 1 CMPT",1,1,0,CS,73.7900,73.79
7800469,"NAPKIN, BEV WHT 9.5X9.5 1 PLY",1,1,0,CS,21.3900,21.39
7941537,"CUP, PLST 12 Z KID WHT",1,1,0,CS,70.6700,70.67
8917627,"KIT, CTLY S&P K-F-S NAP HW BLK",1,1,0,CS,39.9800,39.98
9625922,"TOWEL, PAPR 7.88X15 CENTERPULL",2,2,0,CS,33.2900,66.58
1330695,"KNIFE, STK 4.75"" S/S PLST HNDL",3,3,0,CS,8.6400,25.92
2330652,"FORK, DNNR WNDSR 18/0 S/S MW",1,1,0,CS,12.1700,12.17
2950343,"SCRUBBER, S/S 50 GR HD 400",1,1,0,EA,9.1400,9.14
