ProductNumber,ProductDescription,QtyOrder,QtyShip,QtyAdjust,PricingUnit,UnitPrice,ExtendedPrice
5341169,"CLEANER, OVN & GRIL K13 LIQ",1,1,0,CS,80.3000,80.30
7945058,"DEGREASER, AP VP3 LIQ JUG BLU",1,1,0,CS,40.1000,40.10
2326700,"POTATO, RUSET ID. 40 CT FRESH",3,3,0,CS,20.7400,62.22
3016342,"ZUCCHINI, GRN MED FRESH REF",1,1,0,CS,24.3200,24.32
3331972,"MUSHROOM, WHT X-LG #1 GRD BOX",2,2,0,CS,36.0800,72.16
4289443,"POTATO, YUKON GLD A SZ FRESH",2,2,0,CS,42.2000,84.40
5006465,"MUSHROOM, SLCD FRESH REF",1,1,0,CS,28.8200,28.82
6010482,"PEPPER, JLP FRESH REF",1,1,0,CS,22.4300,22.43
7474968,"AVOCADO, HASS #2 GRD 48 CT",1,1,0,CS,71.5600,71.56
7987514,"PINEAPPLE, FRESH REF",1,1,0,CS,22.0300,22.03
761940,"MILK, WHL PSTRD RBST FREE D A",1,1,0,CS,27.4900,27.49
2466128,"CHEESE, SWIS SLCD 120 CT PROCD",1,1,0,CS,66.6300,66.63
3340510,"CHEESE, AMER SLCD 120 CT TFF",1,1,0,CS,67.8700,67.87
5332630,"CHEESE, CHEDR MILD SHRD FTHR",2,2,0,CS,64.6000,129.20
6432884,"CHEESE, PPR JK SLCD .75 Z TWIN",1,1,0,CS,40.6800,40.68
8327249,"CHEESE, PROV LOG PLST WRPD REF",1,1,0,LB,3.7600,45.12
2228849,"BREADER, FISH SESD BAG",1,1,0,CS,45.4100,45.41
5330949,"FLOUR, AP HOTEL & RSTNT FINE",7,7,0,CS,14.9900,104.93
5513762,"TORTILLA, CHIP RAW 4 CUT WHT",2,2,0,CS,29.4000,58.80
6329205,"BEAN, GRN BLU LAKE CUT 3-5",3,3,0,CS,40.0500,120.15
6501159,"SEASONING, LMN PPR PLST SHKR",3,3,0,EA,15.2700,45.81
7200736,"PICKLE, DILL CC CHIP 1/8""",2,2,0,CS,30.1200,60.24
7333263,"SEASONING, FJTA SHLF STABL",2,2,0,EA,12.2600,24.52
7637705,"SHORTENING, FRYG RICE BRAN LIQ",1,1,0,CS,66.5900,66.59
8003956,"SAUCE, TYKI GLAZ PLST JUG SHLF",1,1,0,EA,15.0200,15.02
8013625,"SAUCE, HOT RED PLST JUG SHLF",1,1,0,CS,68.0100,68.01
8383283,"SUGAR, WHT CANE GRAN",2,2,0,CS,37.6100,75.22
9329269,"TOMATO, WHL IN JCE PLD CND",1,1,0,CS,29.0400,29.04
9329384,"KETCHUP, TMTO FCY 33% SS FOIL",1,1,0,CS,28.4100,28.41
9837196,"SAUCE, CHILI SWT PLST JUG SHLF",1,1,0,CS,79.7500,79.75
2240046,"BACON, PORK END & PC REAL DCD",1,1,0,CS,79.1200,79.12
4558003,"BEEF, PHILY FLAT 4Z MODERATELY",2,2,0,CS,56.8500,113.70
5314208,"BEEF, CUTLT SLCT RAW FZN",3,3,0,CS,79.6000,238.80
2720977,"CHICKEN, BRST DBL RNDM BLS JMB",5,5,0,CS,73.0600,365.30
2725661,"CHICKEN, BRST DBL 6 Z BLSL RAW",2,2,0,CS,83.1900,166.38
6381750,"CHICKEN, WING 1&2JT MED RAW",7,7,0,CS,91.9900,643.93
4661918,"SHRIMP, 16-20 WHT P&D T/ON NPA",1,1,0,CS,68.4600,68.46
6740178,"SHRIMP, 41-50 WHT P&D T/OF NPA",2,2,0,CS,56.3800,112.76
6911663,"PANGASIUS, STPED 5-7 Z FIL PBO",1,1,0,CS,41.4100,41.41
1552124,"POTATO, FF SSTRG 1/4"" COATED",4,4,0,CS,44.5900,178.36
5328406,"DRESSING, RANCH BTRMLK REF JAR",2,2,0,CS,49.1300,98.26
5602354,"APPETIZER, CHS MOZZ BRDD ITLN",1,1,0,CS,65.4100,65.41
6083968,"POTATO, TATER NUGT TFF PARFR",8,8,0,CS,65.0400,520.32
7979586,"POTATO, FF SWT THIN WAFL CUT",3,3,0,CS,46.6700,140.01
2959917,"CLEANER, FLR F22 LIQ PKT",1,1,0,CS,58.8000,58.80
6696848,"BLEACH, DISINF LIQ JUG CLR",1,1,0,CS,23.5000,23.50
445098,"TAPE, THRML CASH RGSTR WHT",1,1,0,CS,99.1500,99.15
763326,"CUP, FM 20 Z WHT",1,1,0,CS,36.6900,36.69
4594181,"PAPER, 18""X1100' FRZR PAPR WHT",1,1,0,CS,51.0900,51.09
6808851,"TRAY, PAPR FOOD .5 LB W/R CHK",1,1,0,CS,34.8900,34.89
7008703,"BAG, T-SHIRT 11.5X6.5X21 PLYLN",1,1,0,CS,31.1900,31.19
7804644,"CONTAINER, FM 9X9 1 CMPT WHT",4,4,-1,CS,22.4900,67.47
9625922,"TOWEL, PAPR 7.88X15 CENTERPULL",2,2,0,CS,33.9900,67.98
9855909,"STRAW, JMB 7.75"" TNSLT WRPD",1,1,0,CS,30.3900,30.39
