ProductNumber,ProductDescription,QtyOrder,QtyShip,QtyAdjust,PricingUnit,UnitPrice,ExtendedPrice
7945058,"DEGREASER, AP VP3 LIQ JUG BLU",1,1,-1,CS,40.4000,0.00
1049803,"LIME, #2 GRD 230-250 CT FRESH",2,2,0,CS,36.0700,72.14
1205582,"STRAWBERRY, CLMSHL FRESH REF",1,1,0,CS,51.9100,51.91
1326438,"ONION, GRN TRIMD ICELS FRESH",1,1,0,EA,7.3400,7.34
2326411,"LETTUCE, ICBRG FRESH REF BOX",1,1,0,CS,27.0800,27.08
2326700,"POTATO, RUSET ID. 40 CT FRESH",3,3,0,CS,19.0700,57.21
3016342,"ZUCCHINI, GRN MED FRESH REF",1,1,0,CS,15.0100,15.01
3037330,"PEPPER, CHILI SERRN FRESH REF",1,1,0,CS,16.8200,16.82
3331972,"MUSHROOM, WHT X-LG #1 GRD BOX",5,5,0,CS,30.9800,154.90
3332830,"COLESLAW MIX, SHRD CBG GRN &",1,1,0,EA,8.1600,8.16
4230900,"CILANTRO, FRESH HERB",1,1,0,CS,28.0800,28.08
4289443,"POTATO, YUKON GLD A SZ FRESH",1,1,0,CS,40.9500,40.95
4326690,"ONION, RED JMB FRESH REF BAG",1,1,0,CS,29.5800,29.58
5006465,"MUSHROOM, SLCD FRESH REF",1,0,0,,0.0000,0.00
1005446,"MUSHROOM, SLCD THIN FRESH REF",0,2,0,CS,18.2300,36.46
6010482,"PEPPER, JLP FRESH REF",1,1,0,CS,22.8700,22.87
6326698,"ONION, YLW WHL SPR COLSL 4 1/4",2,2,0,CS,29.0700,58.14
7331614,"CELERY, STICK 4"" FRESH REF",1,1,0,EA,14.3000,14.30
7474968,"AVOCADO, HASS #2 GRD 48 CT",1,1,0,CS,57.2000,57.20
823021,"EGG, SHL MED GRD AA WHT LOOS",1,1,0,CS,60.7600,60.76
2739175,"SOUR CREAM, CLTD ALL NTRL TUB",1,1,0,CS,31.8200,31.82
5332630,"CHEESE, CHEDR MILD SHRD FTHR",1,1,0,CS,62.7600,62.76
8340978,"CREAM, WHPG HVY LIQ 40% BUTRFT",1,1,0,CS,63.3300,63.33
9206974,"TEA BAG, ICED BLK SWTND CFNTD",1,1,0,CS,40.4200,40.42
1328335,"VINEGAR, DSTLD WHT DMSTC 50",1,1,0,CS,25.9200,25.92
2228849,"BREADER, FISH SESD BAG",1,1,0,CS,45.4300,45.43
3264931,"MARGARINE, SALTD TUB REF WHPD",1,1,0,CS,42.4700,42.47
3636982,"SAUCE, WORSTERSHR PLST JUG",1,1,0,EA,19.4900,19.49
3749580,"MIX, GRVY BRN PHO-FREE SHLF",1,1,0,CS,30.5200,30.52
3852858,"TORTILLA, CHIP RAW 4 CUT YLW",2,2,0,CS,36.3800,72.76
6329205,"BEAN, GRN BLU LAKE CUT 3-5",2,2,0,CS,41.7600,83.52
6329924,"SALT, TABLE IODZ BAG",1,1,0,CS,13.3300,13.33
6501159,"SEASONING, LMN PPR PLST SHKR",2,2,0,EA,15.2600,30.52
7200736,"PICKLE, DILL CC CHIP 1/8""",3,3,0,CS,30.1200,90.36
7333263,"SEASONING, FJTA SHLF STABL",2,2,0,EA,12.3800,24.76
7501752,"KETCHUP, TMTO FCY 33% RED PLST",2,2,-1,CS,32.1800,32.18
7824511,"SAUCE, CHILI SWT GOCHUJANG",1,1,0,CS,36.7500,36.75
8047557,"MIX, GRVY PPR ADD WATER",1,1,0,CS,29.9500,29.95
9041252,"CRACKER MEAL, CRSD MED BAG",1,1,0,CS,39.1000,39.10
2240046,"BACON, PORK END & PC REAL DCD",1,1,0,CS,79.1200,79.12
4558003,"BEEF, PHILY FLAT 4Z MODERATELY",3,3,0,CS,58.2600,174.78
5314208,"BEEF, CUTLT SLCT RAW FZN",3,3,0,CS,79.6000,238.80
2720977,"CHICKEN, BRST DBL RNDM BLS JMB",4,4,0,CS,70.9000,283.60
2725661,"CHICKEN, BRST DBL 6 Z BLSL RAW",1,1,0,CS,80.3800,80.38
6381750,"CHICKEN, WING 1&2JT MED RAW",5,5,0,CS,91.9900,459.95
4661918,"SHRIMP, 16-20 WHT P&D T/ON NPA",1,1,0,CS,66.7700,66.77
6740178,"SHRIMP, 41-50 WHT P&D T/OF NPA",2,2,0,CS,59.8900,119.78
6911663,"PANGASIUS, STPED 5-7 Z FIL PBO",3,3,0,CS,41.7200,125.16
1552124,"POTATO, FF SSTRG 1/4"" COATED",14,0,0,,0.0000,0.00
4182234,"APPETIZER, PTATO PPR CHEDR",1,1,0,CS,49.9000,49.90
5328406,"DRESSING, RANCH BTRMLK REF JAR",3,3,0,CS,49.1300,147.39
5602354,"APPETIZER, CHS MOZZ BRDD ITLN",1,1,0,CS,65.4300,65.43
6083968,"POTATO, TATER NUGT TFF PARFR",3,3,0,CS,64.3000,192.90
6450068,"HUSH PUPPY, JLP PARFR FZN BAG",1,1,0,CS,26.6000,26.60
7979586,"POTATO, FF SWT THIN WAFL CUT",3,3,0,CS,46.6500,139.95
4736314,"DEODORIZER, URNL SCRN W/ BLOC",1,1,-1,CS,35.1000,0.00
417287,"TOWEL, PAPR 8.75X11 PERF RL",1,1,0,CS,40.5900,40.59
445098,"TAPE, THRML CASH RGSTR WHT",1,1,0,CS,99.1500,99.15
763326,"CUP, FM 20 Z WHT",1,1,0,CS,30.3900,30.39
1051822,"LID, BWL VTD 6-8 Z RND PLST",1,1,0,CS,42.3900,42.39
1851438,"CUP, SFLE PLYST 3.25 Z TNSLT",1,1,0,CS,78.5900,78.59
2939411,"LID, CUP SFLE 3.25-4 Z FLAT",1,1,0,CS,46.7900,46.79
3605755,"TRAY, PAPR FOOD .5 LB COTED",1,1,0,CS,40.7900,40.79
4060067,"TOOTHPICK, WOOD MINT WRPD",1,1,0,EA,8.0000,8.00
7008703,"BAG, T-SHIRT 11.5X6.5X21 PLYLN",1,1,0,CS,32.1900,32.19
7804644,"CONTAINER, FM 9X9 1 CMPT WHT",4,4,0,CS,22.3900,89.56
8648164,"TOWEL, PAPR 9.5X9 MLTFD BRN 1",1,1,0,CS,25.4900,25.49
1330695,"KNIFE, STK 4.75"" S/S PLST HNDL",2,0,0,,0.0000,0.00
2330652,"FORK, DNNR WNDSR 18/0 S/S MW",1,1,0,CS,12.1700,12.17
