ProductNumber,ProductDescription,QtyOrder,QtyShip,QtyAdjust,PricingUnit,UnitPrice,ExtendedPrice
5341169,"CLEANER, OVN & GRIL K13 LIQ",1,1,0,CS,80.7000,80.70
1049803,"LIME, #2 GRD 230-250 CT FRESH",1,1,0,CS,28.3600,28.36
2326445,"SALAD MIX, MESCLUN SPRG BAG",1,1,0,CS,17.1400,17.14
2326700,"POTATO, RUSET ID. 40 CT FRESH",1,1,0,CS,19.0700,19.07
3016342,"ZUCCHINI, GRN MED FRESH REF",1,1,0,CS,13.9200,13.92
3331972,"MUSHROOM, WHT X-LG #1 GRD BOX",1,1,0,CS,30.9800,30.98
4230900,"CILANTRO, FRESH HERB",1,1,0,CS,28.0800,28.08
4289443,"POTATO, YUKON GLD A SZ FRESH",2,2,0,CS,39.7500,79.50
4725776,"CABBAGE, RED MED FRESH REF",1,1,0,CS,18.7600,18.76
5326418,"LETTUCE, RMN FRESH REF",1,1,0,CS,31.9100,31.91
6326698,"ONION, YLW WHL SPR COLSL 4 1/4",1,1,0,CS,29.0700,29.07
7331614,"CELERY, STICK 4"" FRESH REF",1,1,0,EA,14.3000,14.30
7474968,"AVOCADO, HASS #2 GRD 48 CT",1,1,0,CS,56.1700,56.17
761940,"MILK, WHL PSTRD RBST FREE D A",1,1,0,CS,28.3500,28.35
823021,"EGG, SHL MED GRD AA WHT LOOS",1,1,0,CS,54.0700,54.07
3340510,"CHEESE, AMER SLCD 120 CT TFF",1,1,0,CS,62.4400,62.44
5332630,"CHEESE, CHEDR MILD SHRD FTHR",2,2,0,CS,59.2000,118.40
184937,"TEA BAG, ICED BLK ORNG PEKO 4",1,1,0,CS,40.3500,40.35
4550881,"DRINK, SODA TONIC WATER CANDA",1,1,0,CS,23.2500,23.25
9206974,"TEA BAG, ICED BLK SWTND CFNTD",1,1,0,CS,40.4200,40.42
78964,"SAUCE, BBQ PLST JUG SHLF STABL",1,1,0,CS,71.6800,71.68
190009,"KETCHUP, TMTO FCY 33% B-I-B",1,1,0,CS,28.3200,28.32
1328699,"SHORTENING, FRYG SOYBN LIQ CLR",13,13,0,CS,31.1600,405.08
2228849,"BREADER, FISH SESD BAG",1,1,0,CS,45.4300,45.43
3018538,"SAUCE, HOT GLS BTL SHLF STABL",1,1,0,CS,41.6000,41.60
5330949,"FLOUR, AP HOTEL & RSTNT FINE",7,7,0,CS,18.1800,127.26
6329205,"BEAN, GRN BLU LAKE CUT 3-5",2,2,0,CS,41.5800,83.16
6501159,"SEASONING, LMN PPR PLST SHKR",2,2,0,EA,15.2600,30.52
7200736,"PICKLE, DILL CC CHIP 1/8""",2,2,0,CS,30.1200,60.24
7329113,"MAYONNAISE, XHVY PLST JUG SHLF",2,2,0,CS,44.9600,89.92
7333263,"SEASONING, FJTA SHLF STABL",1,1,0,EA,12.3800,12.38
8013625,"SAUCE, HOT RED PLST JUG SHLF",1,1,0,CS,68.0000,68.00
8047557,"MIX, GRVY PPR ADD WATER",2,2,0,CS,29.9500,59.90
1633130,"BACON,SLAB #2 CURED",2,2,0,CS,64.9700,129.94
2240046,"BACON, PORK END & PC REAL DCD",1,1,0,CS,79.1200,79.12
3138880,"SAUSAGE, CHRZO PORK GRND RAW",1,1,0,CS,29.8700,29.87
4558003,"BEEF, PHILY FLAT 4Z MODERATELY",1,1,0,CS,58.2600,58.26
2720977,"CHICKEN, BRST DBL RNDM BLS JMB",1,1,0,CS,70.9000,70.90
6381750,"CHICKEN, WING 1&2JT MED RAW",3,3,0,CS,91.9900,275.97
6740178,"SHRIMP, 41-50 WHT P&D T/OF NPA",1,1,0,CS,59.8900,59.89
1552124,"POTATO, FF SSTRG 1/4"" COATED",7,7,0,CS,44.5900,312.13
4182234,"APPETIZER, PTATO PPR CHEDR",1,1,0,CS,49.9000,49.90
5328406,"DRESSING, RANCH BTRMLK REF JAR",2,2,0,CS,49.1300,98.26
5602354,"APPETIZER, CHS MOZZ BRDD ITLN",1,1,0,CS,65.4300,65.43
6083968,"POTATO, TATER NUGT TFF PARFR",7,7,0,CS,64.3000,450.10
7979586,"POTATO, FF SWT THIN WAFL CUT",1,1,0,CS,46.6500,46.65
6696848,"BLEACH, DISINF LIQ JUG CLR",1,1,0,CS,23.4000,23.40
6750400,"CLEANER, AP WIPE POUCH WHT",1,1,0,CS,57.5000,57.50
95745,"TISSUE, TLT JMB RL 3.5""X1000'",2,2,0,CS,45.4900,90.98
511550,"LINER, BSKT 12X12 RED CHKRD",1,1,0,CS,111.7600,111.76
763326,"CUP, FM 20 Z WHT",3,3,0,CS,38.4900,115.47
2939411,"LID, CUP SFLE 3.25-4 Z FLAT",1,1,0,CS,46.7900,46.79
3605755,"TRAY, PAPR FOOD .5 LB COTED",1,1,0,CS,40.7900,40.79
7800469,"NAPKIN, BEV WHT 9.5X9.5 1 PLY",1,1,0,CS,20.6900,20.69
7804644,"CONTAINER, FM 9X9 1 CMPT WHT",2,2,0,CS,22.3900,44.78
8057457,"LID, CONT 5-16 Z VTD PLST",1,1,0,CS,41.9900,41.99
8869828,"NAPKIN, DISPR INFLD BRN",2,2,0,CS,29.0900,58.18
9625922,"TOWEL, PAPR 7.88X15 CENTERPULL",2,2,0,CS,32.9900,65.98
1330695,"KNIFE, STK 4.75"" S/S PLST HNDL",3,3,0,CS,8.6400,25.92
2330652,"FORK, DNNR WNDSR 18/0 S/S MW",1,1,0,CS,12.1700,12.17
2950343,"SCRUBBER, S/S 50 GR HD 400",1,1,0,EA,9.1400,9.14
