ProductNumber,ProductDescription,QtyOrder,QtyShip,QtyAdjust,PricingUnit,UnitPrice,ExtendedPrice
2326700,"POTATO, RUSET ID. 40 CT FRESH",4,4,0,CS,17.6600,70.64
3016342,"ZUCCHINI, GRN MED FRESH REF",1,1,0,CS,14.0200,14.02
3037330,"PEPPER, CHILI SERRN FRESH REF",1,1,0,CS,16.6300,16.63
4230900,"CILANTRO, FRESH HERB",1,1,0,CS,28.0800,28.08
4326690,"ONION, RED JMB FRESH REF BAG",1,1,0,CS,27.7700,27.77
5006465,"MUSHROOM, SLCD FRESH REF",1,1,0,CS,28.8200,28.82
6326698,"ONION, YLW WHL SPR COLSL 4 1/4",1,1,0,CS,29.7200,29.72
761940,"MILK, WHL PSTRD RBST FREE D A",1,1,0,CS,27.9400,27.94
2739175,"SOUR CREAM, CLTD ALL NTRL TUB",1,1,0,CS,31.8200,31.82
3340510,"CHEESE, AMER SLCD 120 CT TFF",1,1,0,CS,62.4400,62.44
5332630,"CHEESE, CHEDR MILD SHRD FTHR",1,1,0,CS,64.5300,64.53
6419501,"CHEESE, CHEDR MILD SLCD .75 Z",1,1,0,CS,42.8000,42.80
6432884,"CHEESE, PPR JK SLCD .75 Z TWIN",1,1,0,CS,41.1800,41.18
6033922,"BAR MIX, SWT & SOUR LMN SHLF",1,1,0,CS,55.7500,55.75
9206974,"TEA BAG, ICED BLK SWTND CFNTD",1,1,0,CS,40.4300,40.43
698688,"OIL, BUTR ALTRN SOYBN SALTD",1,1,0,CS,46.1100,46.11
3333705,"OLIVE, MZNLA GRN STUFD PMNTO",1,1,0,EA,31.9200,31.92
5881594,"CHERRY, MRCNO W/ STEM LG PLST",1,1,0,EA,35.9000,35.90
6329205,"BEAN, GRN BLU LAKE CUT 3-5",1,1,0,CS,40.1400,40.14
6501159,"SEASONING, LMN PPR PLST SHKR",2,2,0,EA,15.2700,30.54
7333263,"SEASONING, FJTA SHLF STABL",2,2,0,EA,12.2600,24.52
7637705,"SHORTENING, FRYG RICE BRAN LIQ",1,1,0,CS,66.4500,66.45
8047557,"MIX, GRVY PPR ADD WATER",1,1,0,CS,29.9600,29.96
8383283,"SUGAR, WHT CANE GRAN",2,2,0,CS,37.6100,75.22
3330099,"HOT DOG, AB 6:1 6"" RLR GRIL",1,1,0,CS,35.8900,35.89
4558003,"BEEF, PHILY FLAT 4Z MODERATELY",1,1,0,CS,56.8500,56.85
5314208,"BEEF, CUTLT SLCT RAW FZN",3,3,0,CS,79.6000,238.80
2720977,"CHICKEN, BRST DBL RNDM BLS JMB",3,3,0,CS,71.7500,215.25
6381750,"CHICKEN, WING 1&2JT MED RAW",6,6,0,CS,91.9900,551.94
6740178,"SHRIMP, 41-50 WHT P&D T/OF NPA",1,1,0,CS,56.2800,56.28
6911663,"PANGASIUS, STPED 5-7 Z FIL PBO",1,1,0,CS,41.4100,41.41
207498,"BREAD, WHEAT BRRY 17 SLCD",1,1,0,CS,49.5300,49.53
1552124,"POTATO, FF SSTRG 1/4"" COATED",8,8,0,CS,44.5900,356.72
2633394,"BREAD, RYE MRBL 17 SLCD 5/8""",1,1,0,CS,51.9100,51.91
4320487,"CHILI, BF NO BEAN RTU TUB FZN",1,1,0,CS,83.5000,83.50
5328406,"DRESSING, RANCH BTRMLK REF JAR",2,2,0,CS,49.1300,98.26
5602354,"APPETIZER, CHS MOZZ BRDD ITLN",1,1,0,CS,65.4100,65.41
763326,"CUP, FM 20 Z WHT",2,2,0,CS,30.3900,60.78
1046634,"LID, CUP 12-24 OZ BUBBLE PLAST",2,2,0,CS,41.5900,83.18
2939411,"LID, CUP SFLE 3.25-4 Z FLAT",1,1,0,CS,46.7900,46.79
3605755,"TRAY, PAPR FOOD .5 LB COTED",1,1,0,CS,40.7900,40.79
4834081,"FILM, 18""X2000' PLST RL",1,1,0,CS,30.3900,30.39
7804644,"CONTAINER, FM 9X9 1 CMPT WHT",2,2,0,CS,22.4900,44.98
8869828,"NAPKIN, DISPR INFLD BRN",2,2,0,CS,29.3900,58.78
9855909,"STRAW, JMB 7.75"" TNSLT WRPD",1,1,0,CS,29.4900,29.49
