ProductNumber,ProductDescription,QtyOrder,QtyShip,QtyAdjust,PricingUnit,UnitPrice,ExtendedPrice
7153448,"CLEANER, AP LIQ SPRAY BTL",1,1,0,CS,66.0000,66.00
7945058,"DEGREASER, AP VP3 LIQ JUG BLU",1,1,0,CS,40.4000,40.40
1049803,"LIME, #2 GRD 230-250 CT FRESH",2,2,0,CS,28.3600,56.72
1205582,"STRAWBERRY, CLMSHL FRESH REF",1,1,0,CS,51.9100,51.91
2326700,"POTATO, RUSET ID. 40 CT FRESH",3,3,0,CS,19.0700,57.21
2331353,"TOMATO, RND 5X6 #1 GRD FRESH",2,2,0,CS,58.8900,117.78
0,,0,0,0,,0.0000,0.00
3037330,"PEPPER, CHILI SERRN FRESH REF",1,1,0,CS,17.5100,17.51
3331972,"MUSHROOM, WHT X-LG #1 GRD BOX",4,4,0,CS,30.9800,123.92
4326690,"ONION, RED JMB FRESH REF BAG",1,1,0,CS,28.9400,28.94
5006465,"MUSHROOM, SLCD FRESH REF",1,1,0,CS,28.4800,28.48
6326698,"ONION, YLW WHL SPR COLSL 4 1/4",2,2,0,CS,29.0700,58.14
7474968,"AVOCADO, HASS #2 GRD 48 CT",1,1,0,CS,56.1700,56.17
7987514,"PINEAPPLE, FRESH REF",1,1,0,CS,21.7100,21.71
766949,"ICE CREAM, CHOC TUB",1,1,0,CS,27.9200,27.92
2739175,"SOUR CREAM, CLTD ALL NTRL TUB",1,1,0,CS,31.8200,31.82
5332630,"CHEESE, CHEDR MILD SHRD FTHR",1,1,0,CS,59.2000,59.20
6419501,"CHEESE, CHEDR MILD SLCD .75 Z",1,1,0,CS,39.9200,39.92
6432884,"CHEESE, PPR JK SLCD .75 Z TWIN",1,1,0,CS,39.2500,39.25
6758940,"ICE CREAM, VNL BEAN ALL NTRL",1,1,0,CS,50.6000,50.60
8327249,"CHEESE, PROV LOG PLST WRPD REF",1,1,0,LB,4.5500,54.60
6033922,"BAR MIX, SWT & SOUR LMN SHLF",1,1,0,CS,54.7500,54.75
7071236,"BAR MIX, STWBY CTN GABLE TOP",1,1,0,CS,94.1700,94.17
8387194,"WATER,MINRL GLS BTL",1,1,0,CS,33.2200,33.22
9206974,"TEA BAG, ICED BLK SWTND CFNTD",1,1,0,CS,40.4200,40.42
190009,"KETCHUP, TMTO FCY 33% B-I-B",1,1,0,CS,28.3200,28.32
3056553,"SUGAR, RAW CANE CYSTL BAG",1,1,0,CS,68.9200,68.92
3749580,"MIX, GRVY BRN PHO-FREE SHLF",1,1,0,CS,30.5200,30.52
3852858,"TORTILLA, CHIP RAW 4 CUT YLW",1,1,0,CS,36.3800,36.38
4261905,"PEPPER, JLP SLCD NACHO MILD IN",1,1,0,CS,39.0600,39.06
6329205,"BEAN, GRN BLU LAKE CUT 3-5",1,1,0,CS,41.5800,41.58
6501159,"SEASONING, LMN PPR PLST SHKR",3,3,0,EA,15.2600,45.78
7200736,"PICKLE, DILL CC CHIP 1/8""",2,2,0,CS,30.1200,60.24
7501752,"KETCHUP, TMTO FCY 33% RED PLST",2,2,0,CS,32.1800,64.36
7637705,"SHORTENING, FRYG RICE BRAN LIQ",1,1,0,CS,66.4500,66.45
8383283,"SUGAR, WHT CANE GRAN",2,2,0,CS,37.6200,75.24
2240046,"BACON, PORK END & PC REAL DCD",1,1,0,CS,79.1200,79.12
3041423,"CORN DOG, AM CN FZN",1,1,0,CS,52.9200,52.92
5314208,"BEEF, CUTLT SLCT RAW FZN",2,2,0,CS,79.6000,159.20
2720977,"CHICKEN, BRST DBL RNDM BLS JMB",3,3,0,CS,70.9000,212.70
6381750,"CHICKEN, WING 1&2JT MED RAW",3,3,0,CS,91.9900,275.97
4661918,"SHRIMP, 16-20 WHT P&D T/ON NPA",1,1,0,CS,66.7700,66.77
6911663,"PANGASIUS, STPED 5-7 Z FIL PBO",2,2,0,CS,41.7200,83.44
1552124,"POTATO, FF SSTRG 1/4"" COATED",12,12,0,CS,44.5900,535.08
5328406,"DRESSING, RANCH BTRMLK REF JAR",1,1,0,CS,49.1300,49.13
5602354,"APPETIZER, CHS MOZZ BRDD ITLN",1,1,0,CS,65.4300,65.43
7979586,"POTATO, FF SWT THIN WAFL CUT",1,1,0,CS,46.6500,46.65
2959917,"CLEANER, FLR F22 LIQ PKT",1,1,0,CS,59.3000,59.30
4647806,"DETERGENT, DISH MNL LIQ BTL",1,1,0,CS,58.2000,58.20
417287,"TOWEL, PAPR 8.75X11 PERF RL",1,1,0,CS,40.5900,40.59
444943,"TAPE, BOND CASH RGSTR WHT 3""",1,1,0,CS,38.0300,38.03
1851438,"CUP, SFLE PLYST 3.25 Z TNSLT",1,1,0,CS,78.5900,78.59
3013885,"FILTER, FRYER GRS CONE 10""",2,2,0,EA,17.7900,35.58
3605755,"TRAY, PAPR FOOD .5 LB COTED",1,1,0,CS,40.7900,40.79
6883961,"CONTAINER, FM 6 Z SQT WHT",1,1,0,CS,37.0900,37.09
7800469,"NAPKIN, BEV WHT 9.5X9.5 1 PLY",1,1,0,CS,20.6900,20.69
7804644,"CONTAINER, FM 9X9 1 CMPT WHT",1,1,0,CS,22.3900,22.39
7826290,"LINER, 60 GAL 38X58 BLK 1.2",1,1,0,CS,31.6900,31.69
7826506,"LINER, 33 GAL 33X38 BLK 1.2",1,1,0,CS,25.5900,25.59
7886021,"GLOVE, POLY LG CLR STCH AMBDX",1,1,0,CS,46.9900,46.99
1330695,"KNIFE, STK 4.75"" S/S PLST HNDL",3,2,0,CS,8.6400,17.28
2330652,"FORK, DNNR WNDSR 18/0 S/S MW",1,1,0,CS,12.1700,12.17
