ProductNumber,ProductDescription,QtyOrder,QtyShip,QtyAdjust,PricingUnit,UnitPrice,ExtendedPrice
5341169,"CLEANER, OVN & GRIL K13 LIQ",1,1,0,CS,80.3000,80.30
7945058,"DEGREASER, AP VP3 LIQ JUG BLU",1,1,0,CS,40.1000,40.10
1049803,"LIME, #2 GRD 230-250 CT FRESH",1,1,0,CS,40.7200,40.72
2326411,"LETTUCE, ICBRG FRESH REF BOX",1,1,0,CS,25.8900,25.89
2326700,"POTATO, RUSET ID. 40 CT FRESH",2,2,0,CS,17.6600,35.32
3331972,"MUSHROOM, WHT X-LG #1 GRD BOX",2,2,0,CS,33.4700,66.94
3332830,"COLESLAW MIX, SHRD CBG GRN &",1,1,0,EA,8.0800,8.08
4230900,"CILANTRO, FRESH HERB",1,1,0,CS,28.0800,28.08
6326698,"ONION, YLW WHL SPR COLSL 4 1/4",2,2,0,CS,29.7200,59.44
7474968,"AVOCADO, HASS #2 GRD 48 CT",1,1,0,CS,59.1500,59.15
2739175,"SOUR CREAM, CLTD ALL NTRL TUB",1,1,0,CS,31.8200,31.82
5332630,"CHEESE, CHEDR MILD SHRD FTHR",2,2,0,CS,64.5300,129.06
1042299,"CHIP, PTATO KTL SEA SALT GL/FR",1,1,0,CS,34.2200,34.22
3264931,"MARGARINE, SALTD TUB REF WHPD",1,1,0,CS,42.4800,42.48
3749580,"MIX, GRVY BRN PHO-FREE SHLF",1,1,0,CS,30.5400,30.54
3852858,"TORTILLA, CHIP RAW 4 CUT YLW",1,1,0,CS,35.2300,35.23
6329205,"BEAN, GRN BLU LAKE CUT 3-5",2,2,0,CS,40.1400,80.28
6501159,"SEASONING, LMN PPR PLST SHKR",1,1,0,EA,15.2700,15.27
7200736,"PICKLE, DILL CC CHIP 1/8""",2,2,0,CS,30.1200,60.24
7248339,"MIX, DRSG RANCH 1 GAL YLD PKT",1,1,0,CS,59.7300,59.73
7329113,"MAYONNAISE, XHVY PLST JUG SHLF",1,1,0,CS,44.9200,44.92
7333263,"SEASONING, FJTA SHLF STABL",1,1,0,EA,12.2600,12.26
7501752,"KETCHUP, TMTO FCY 33% RED PLST",2,2,0,CS,31.8600,63.72
8047557,"MIX, GRVY PPR ADD WATER",1,1,0,CS,29.9600,29.96
8383283,"SUGAR, WHT CANE GRAN",1,1,0,CS,37.6100,37.61
9837196,"SAUCE, CHILI SWT PLST JUG SHLF",1,1,0,CS,75.4300,75.43
5314208,"BEEF, CUTLT SLCT RAW FZN",2,2,0,CS,79.6000,159.20
2720977,"CHICKEN, BRST DBL RNDM BLS JMB",1,1,0,CS,71.7500,71.75
6381750,"CHICKEN, WING 1&2JT MED RAW",2,2,0,CS,91.9900,183.98
8025207,"CHICKEN, GZZD RAW FZN",1,1,0,CS,30.7400,30.74
1552124,"POTATO, FF SSTRG 1/4"" COATED",4,4,0,CS,44.5900,178.36
5328406,"DRESSING, RANCH BTRMLK REF JAR",2,2,0,CS,49.1300,98.26
6083968,"POTATO, TATER NUGT TFF PARFR",1,1,0,CS,64.3000,64.30
7979586,"POTATO, FF SWT THIN WAFL CUT",2,2,0,CS,46.6700,93.34
95745,"TISSUE, TLT JMB RL 3.5""X1000'",1,1,0,CS,45.5900,45.59
763326,"CUP, FM 20 Z WHT",1,1,0,CS,30.3900,30.39
1046634,"LID, CUP 12-24 OZ BUBBLE PLAST",1,1,0,CS,41.5900,41.59
1851438,"CUP, SFLE PLYST 3.25 Z TNSLT",1,1,0,CS,78.5900,78.59
7804644,"CONTAINER, FM 9X9 1 CMPT WHT",2,2,0,CS,22.4900,44.98
7886112,"GLOVE, POLY XL CLR STCH AMBDX",1,1,0,CS,46.1900,46.19
8915027,"STRAW, GIANT 7.75"" BLK UWRPD",1,1,0,CS,16.1900,16.19
1330695,"KNIFE, STK 4.75"" S/S PLST HNDL",3,0,0,,0.0000,0.00
