ProductNumber,ProductDescription,QtyOrder,QtyShip,QtyAdjust,PricingUnit,UnitPrice,ExtendedPrice
7945058,"DEGREASER, AP VP3 LIQ JUG BLU",1,1,0,CS,40.1000,40.10
1326438,"ONION, GRN TRIMD ICELS FRESH",1,1,0,EA,7.4400,7.44
2326445,"SALAD MIX, MESCLUN SPRG BAG",1,1,0,CS,17.9600,17.96
2326700,"POTATO, RUSET ID. 40 CT FRESH",4,4,0,CS,17.6600,70.64
3331972,"MUSHROOM, WHT X-LG #1 GRD BOX",1,0,0,,0.0000,0.00
4289443,"POTATO, YUKON GLD A SZ FRESH",1,1,0,CS,41.0000,41.00
6010482,"PEPPER, JLP FRESH REF",1,1,0,CS,23.9800,23.98
7474968,"AVOCADO, HASS #2 GRD 48 CT",1,1,0,CS,66.3900,66.39
9357214,"ORANGE, NAVEL OR VLNCA CHO 88",1,1,0,CS,41.6100,41.61
315606,"MILK, BTRMLK BULGARIN REF",1,1,0,CS,31.8100,31.81
2739175,"SOUR CREAM, CLTD ALL NTRL TUB",1,1,0,CS,31.8200,31.82
5332630,"CHEESE, CHEDR MILD SHRD FTHR",1,1,0,CS,61.9100,61.91
6419501,"CHEESE, CHEDR MILD SLCD .75 Z",1,1,0,CS,42.8000,42.80
6432884,"CHEESE, PPR JK SLCD .75 Z TWIN",1,1,0,CS,41.1800,41.18
6758940,"ICE CREAM, VNL BEAN ALL NTRL",1,1,0,CS,54.3200,54.32
8340978,"CREAM, WHPG HVY LIQ 40% BUTRFT",1,1,-1,CS,64.7500,0.00
6033922,"BAR MIX, SWT & SOUR LMN SHLF",1,1,0,CS,55.7500,55.75
8387194,"WATER,MINRL GLS BTL",1,1,0,CS,33.2500,33.25
78964,"SAUCE, BBQ PLST JUG SHLF STABL",1,1,0,CS,71.7100,71.71
698688,"OIL, BUTR ALTRN SOYBN SALTD",1,1,0,CS,45.1000,45.10
3749580,"MIX, GRVY BRN PHO-FREE SHLF",1,1,0,CS,30.5400,30.54
5513762,"TORTILLA, CHIP RAW 4 CUT WHT",2,2,0,CS,29.4000,58.80
6329205,"BEAN, GRN BLU LAKE CUT 3-5",3,3,0,CS,40.1400,120.42
6501159,"SEASONING, LMN PPR PLST SHKR",2,2,0,EA,15.2700,30.54
7333263,"SEASONING, FJTA SHLF STABL",2,2,0,EA,12.2600,24.52
8013625,"SAUCE, HOT RED PLST JUG SHLF",1,1,0,CS,68.0100,68.01
8047557,"MIX, GRVY PPR ADD WATER",1,1,0,CS,29.9600,29.96
9041252,"CRACKER MEAL, CRSD MED BAG",1,1,0,CS,39.1500,39.15
1633130,"BACON,SLAB #2 CURED",2,2,0,CS,72.0000,144.00
2240046,"BACON, PORK END & PC REAL DCD",1,1,0,CS,79.1200,79.12
4558003,"BEEF, PHILY FLAT 4Z MODERATELY",2,2,0,CS,56.8500,113.70
5314208,"BEEF, CUTLT SLCT RAW FZN",3,3,0,CS,79.6000,238.80
2720977,"CHICKEN, BRST DBL RNDM BLS JMB",2,2,0,CS,72.6300,145.26
6381750,"CHICKEN, WING 1&2JT MED RAW",3,3,0,CS,91.9900,275.97
6740178,"SHRIMP, 41-50 WHT P&D T/OF NPA",2,2,0,CS,56.2800,112.56
6911663,"PANGASIUS, STPED 5-7 Z FIL PBO",1,1,0,CS,41.4100,41.41
1321470,"BROWNIE, PECN NOT ICED SHT 1/2",1,1,0,CS,47.9900,47.99
1552124,"POTATO, FF SSTRG 1/4"" COATED",9,9,0,CS,44.5900,401.31
5328406,"DRESSING, RANCH BTRMLK REF JAR",4,4,0,CS,49.1300,196.52
5602354,"APPETIZER, CHS MOZZ BRDD ITLN",1,1,0,CS,65.4100,65.41
6083968,"POTATO, TATER NUGT TFF PARFR",3,3,0,CS,64.3000,192.90
2959917,"CLEANER, FLR F22 LIQ PKT",1,1,0,CS,58.8000,58.80
95745,"TISSUE, TLT JMB RL 3.5""X1000'",1,1,0,CS,45.5900,45.59
417287,"TOWEL, PAPR 8.75X11 PERF RL",1,1,0,CS,40.5900,40.59
1851438,"CUP, SFLE PLYST 3.25 Z TNSLT",1,1,0,CS,78.5900,78.59
6617419,"CONTAINER, FM 9.12X9 1 CMPT",2,2,0,CS,25.3900,50.78
8917619,"KIT, CTLY K-F-S NAP HW BLK",1,1,0,CS,30.4900,30.49
1330695,"KNIFE, STK 4.75"" S/S PLST HNDL",3,3,0,CS,8.6400,25.92
