ProductNumber,ProductDescription,QtyOrder,QtyShip,QtyAdjust,PricingUnit,UnitPrice,ExtendedPrice
1049803,"LIME, #2 GRD 230-250 CT FRESH",1,1,0,CS,46.6600,46.66
2326445,"SALAD MIX, MESCLUN SPRG BAG",1,1,0,CS,17.9600,17.96
3016342,"ZUCCHINI, GRN MED FRESH REF",1,1,0,CS,16.4000,16.40
3331972,"MUSHROOM, WHT X-LG #1 GRD BOX",3,3,0,CS,33.4700,100.41
4289443,"POTATO, YUKON GLD A SZ FRESH",1,1,0,CS,41.0000,41.00
4326690,"ONION, RED JMB FRESH REF BAG",1,1,0,CS,29.4900,29.49
4731741,"TOMATO, GRAPE RED FRESH REF",1,1,0,CS,16.8400,16.84
5006465,"MUSHROOM, SLCD FRESH REF",1,1,0,CS,28.8200,28.82
6326698,"ONION, YLW WHL SPR COLSL 4 1/4",1,1,0,CS,29.7200,29.72
7331614,"CELERY, STICK 4"" FRESH REF",1,1,0,EA,15.1900,15.19
2466128,"CHEESE, SWIS SLCD 120 CT PROCD",1,1,0,CS,64.0700,64.07
3340510,"CHEESE, AMER SLCD 120 CT TFF",1,1,0,CS,62.4400,62.44
5332630,"CHEESE, CHEDR MILD SHRD FTHR",2,2,0,CS,61.9100,123.82
184937,"TEA BAG, ICED BLK ORNG PEKO 4",1,1,0,CS,40.4200,40.42
9206974,"TEA BAG, ICED BLK SWTND CFNTD",2,2,0,CS,40.4300,80.86
190009,"KETCHUP, TMTO FCY 33% B-I-B",2,2,0,CS,28.4500,56.90
1328699,"SHORTENING, FRYG SOYBN LIQ CLR",16,16,0,CS,29.4700,471.52
5330949,"FLOUR, AP HOTEL & RSTNT FINE",8,8,0,CS,18.0200,144.16
5492673,"SALT, SHKR PLST",1,1,0,CS,21.2900,21.29
6492672,"SPICE, PPR BLK GRND SHKR",1,1,0,CS,58.5000,58.50
6501159,"SEASONING, LMN PPR PLST SHKR",1,1,0,EA,15.2700,15.27
7333263,"SEASONING, FJTA SHLF STABL",1,1,0,EA,12.2600,12.26
8013625,"SAUCE, HOT RED PLST JUG SHLF",1,1,0,CS,68.0100,68.01
8047557,"MIX, GRVY PPR ADD WATER",1,1,0,CS,29.9600,29.96
1017127,"HAM, BNLS BFT NJ HWD SMK CK 3D",1,1,0,LB,3.6600,85.13
2240046,"BACON, PORK END & PC REAL DCD",1,1,0,CS,79.1200,79.12
2571705,"BEEF, CHK SHLD CLD CHO ANG 114",6,6,0,LB,3.7500,1191.00
4558003,"BEEF, PHILY FLAT 4Z MODERATELY",1,1,0,CS,56.8500,56.85
2720977,"CHICKEN, BRST DBL RNDM BLS JMB",2,2,0,CS,72.6300,145.26
2725661,"CHICKEN, BRST DBL 6 Z BLSL RAW",1,1,0,CS,80.9500,80.95
6381750,"CHICKEN, WING 1&2JT MED RAW",6,6,0,CS,91.9900,551.94
6740178,"SHRIMP, 41-50 WHT P&D T/OF NPA",1,1,0,CS,56.2800,56.28
6911663,"PANGASIUS, STPED 5-7 Z FIL PBO",1,1,0,CS,41.4100,41.41
616400,"ROLL, HOGI WHT 3.5 Z 8"" HEARTH",1,1,0,CS,53.0300,53.03
1552124,"POTATO, FF SSTRG 1/4"" COATED",8,8,0,CS,44.5900,356.72
4182234,"APPETIZER, PTATO PPR CHEDR",1,1,0,CS,49.9000,49.90
5328406,"DRESSING, RANCH BTRMLK REF JAR",2,2,0,CS,49.1300,98.26
5602354,"APPETIZER, CHS MOZZ BRDD ITLN",1,1,0,CS,65.4100,65.41
6083968,"POTATO, TATER NUGT TFF PARFR",8,8,0,CS,64.3000,514.40
7979586,"POTATO, FF SWT THIN WAFL CUT",2,2,0,CS,46.6700,93.34
4647806,"DETERGENT, DISH MNL LIQ BTL",1,1,0,CS,58.3000,58.30
763326,"CUP, FM 20 Z WHT",2,2,0,CS,34.2900,68.58
1046634,"LID, CUP 12-24 OZ BUBBLE PLAST",1,1,0,CS,41.5900,41.59
2835205,"BAG, FLTWR 2.75X10 PAPR WHT",1,1,0,CS,27.8900,27.89
4060067,"TOOTHPICK, WOOD MINT WRPD",1,1,0,EA,7.9200,7.92
7804644,"CONTAINER, FM 9X9 1 CMPT WHT",1,1,0,CS,22.4900,22.49
7826290,"LINER, 60 GAL 38X58 BLK 1.2",1,1,0,CS,31.6900,31.69
8609174,"TOWEL, PAPR 9X11 PERF RL WHT 2",1,1,0,CS,30.3900,30.39
8869828,"NAPKIN, DISPR INFLD BRN",2,2,0,CS,29.3900,58.78
9625922,"TOWEL, PAPR 7.88X15 CENTERPULL",2,0,0,,0.0000,0.00
1330695,"KNIFE, STK 4.75"" S/S PLST HNDL",3,3,0,CS,8.6400,25.92
